id,kel_1_qn,kel_1_ans,kel_2_qn,kel_2_ans,kel_3_qn,kel_3_ans,prov,female,urban,muslim,age,married,children,educ,retired,unemployed,income,javanese,santri,v_11,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_23,v_55,v_56,v_60,v_62,v_65,v_77,v_78,v_79,v_82,v_84,v_86,v_87,v_109,v_114,v_116,v_117,v_118,v_120,v_121,v_122,v_124,v_125,v_126,v_128,v_129,v_130,v_132,v_133,v_134,v_136,v_137,v_138,v_140,v_141,prio1,prio2,prio3,prio4,prio5,prio6,prio7,prio8,prio9,prio10,prio11,prio12,prio13,prio14,prio15,prio16,prio17,prio18
237,"Islam/Bad","No","Islam/Bad","No","Islam/Unclear","No","SumatraBarat",0,1,1,64,1,5,7,0,0,4,0,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Better","A little progress","A Little","None","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Disagree","Compatible","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,"Islam/Unclear","No","Pancasila/Good","Yes","Pancasila/Good","Yes","SumatraBarat",1,0,1,43,1,4,2,0,0,4,0,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Same","Same","A little progress","A Little","None","Not Interested","Small","Yes",,"Not very satisfied","Agree","Agree","Compatible","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
239,"Pancasila/Unclear","No","Pancasila/Good","Yes","Pancasila/Unclear","No","SumatraBarat",0,1,1,67,1,5,7,1,0,10,0,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Much worse","A little progress","A Little","None","Not Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Disagree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Don't know/Refuse to answer","Disagree","Disagree",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,"Islam/Unclear","No","Islam/Unclear","No","Pancasila/Good","Yes","SumatraBarat",1,0,1,28,1,1,10,0,0,11,0,0,"Often","Fairly Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Other","Worse","Same","Much progress","None","None","Very Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
241,"Islam/Unclear","No","Pancasila/Good","Yes","Islam/Bad","No","Riau",0,1,1,35,1,3,6,0,0,14,0,0,"Often","Fairly Often","Fairly Often","Seldom","Seldom","Seldom","Fairly Often","Fairly Often","Fairly Often","Don't know","Much worse","Same","A little progress","Somewhat Large","A Little","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Agree",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
242,"Islam/Good","Yes","Islam/Good","Yes","Pancasila/Good","Yes","Riau",1,0,1,36,1,3,2,0,0,3,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Seldom","Seldom","Seldom","Fairly Often","Routinely/Always/Very Often","Don't know","Much Better","Better","A little progress","Somewhat Large","A Little","Interested","Small","No, because forbidden or not registered",,"Very satisfied","Strongly agree","Agree","Compatible","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
243,"Islam/Bad","No","Islam/Bad","No","Islam/Bad","No","Riau",0,0,1,38,1,2,6,0,0,7,1,0,"Often","Fairly Often","Fairly Often","Seldom","Fairly Often","Fairly Often","Never","Seldom","Routinely/Always/Very Often","Abangan","Better","Same","A little progress","A Little","A Little","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Disagree","Compatible","Agree","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Don't know/Refuse to answer","Don't know/Refuse to answer","Disagree","Disagree","Don't know/Refuse to answer","Disagree",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,"Islam/Good","Yes","Pancasila/Good","Yes","Pancasila/Good","Yes","Riau",0,0,1,47,1,3,2,0,0,9,0,0,"Always","Fairly Often","Fairly Often","Seldom","Fairly Often","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Don't know","Worse","Better","Some progress","Somewhat Large","None","Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
245,"Islam/Unclear","Yes","Pancasila/Unclear","No","Pancasila/Bad","No","Riau",0,0,1,81,1,4,3,0,0,4,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Don't know","Better","Same","A little progress","Very Large","A Little","Interested","Small","Yes","susilo bambang yudhoyono-m. jusuf kalla","Very satisfied","Agree","Agree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
246,"Islam/Bad","No","Islam/Unclear","No","Islam/Unclear","No","Riau",1,1,1,60,1,5,1,0,0,3,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Seldom","Seldom","Seldom","Other","Better","Worse","Some progress","A Little","None","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Disagree","Disagree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,"Pancasila/Bad","No","Islam/Unclear","No","Islam/Bad","No","Riau",1,0,1,52,1,2,2,0,0,10,1,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Priyayi","Better","Better","A little progress","None","A Little","Not Interested","Small","Yes","wiranto-solahuddin wahid","Somewhat satisfied","Disagree","Disagree","Incompatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
248,"Pancasila/Good","Yes","Pancasila/Good","Yes","Islam/Bad","No","Riau",1,1,1,22,1,5,7,0,0,6,1,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","A little progress","Somewhat Large","None","Not Interested","Somewhat large","Yes","megawati sukarnoputri-hasyim muzadi","Not very satisfied","Disagree","Disagree","Compatible","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"Pancasila/Bad","No","Pancasila/Bad","No","Islam/Good","Yes","Riau",1,1,1,58,0,4,5,0,0,5,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Priyayi","Much worse","Much worse","A little progress","A Little","A Little","Interested","Somewhat large","Yes","amien rais-siswono yudhohusodo","Not very satisfied","Agree","Agree","Incompatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"Islam/Unclear","No","Pancasila/Good","Yes","Islam/Good","Yes","Riau",1,0,1,25,1,1,7,0,0,5,0,0,"Often","Fairly Often","Fairly Often","Fairly Often","Seldom","Seldom","Fairly Often","Fairly Often","Seldom","Don't know","Much worse","Much worse","A little progress","Somewhat Large","A Little","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Agree","Compatible","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
251,"Islam/Bad","No","Islam/Good","Yes","Islam/Good","Yes","Riau",0,0,1,40,1,5,7,0,0,10,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Fairly Often","Seldom","Seldom","Fairly Often","Seldom","Don't know","Worse","Better","Some progress","A Little","A Little","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Agree","Agree","Compatible","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Don't know/Refuse to answer","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,"Islam/Bad","No","Islam/Unclear","No","Islam/Unclear","No","Riau",0,1,1,43,1,1,7,0,0,12,0,0,"Rarely","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Never","Routinely/Always/Very Often","Abangan","Worse","Same","Some progress","None","None","Interested","None at all","Yes","amien rais-siswono yudhohusodo","Somewhat satisfied","Agree","Agree","Compatible","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
253,"Pancasila/Unclear","No","Islam/Bad","No","Pancasila/Bad","No","Riau",1,1,1,43,1,2,3,0,0,5,0,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Fairly Often","Don't know","Better","Same","Some progress","Somewhat Large","A Little","Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Don't know/Refuse to answer","Agree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
254,"Islam/Unclear","No","Islam/Bad","No","Pancasila/Bad","No","Riau",1,0,1,25,1,3,5,0,0,5,0,0,"Always","Fairly Often","Seldom","Seldom","Seldom","Seldom","Fairly Often","Fairly Often","Seldom","Don't know","Much worse","Much worse","A little progress","Somewhat Large","A Little","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Agree","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,"Islam/Good","No","Pancasila/Bad","No","Islam/Bad","No","Riau",1,1,1,72,0,5,3,0,0,6,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Same","Same","Don't know","None","None","Very Uninterested","None at all","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Strongly disagree","Strongly disagree","Compatible","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Don't know/Refuse to answer","Agree","Agree","Disagree",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
256,"Pancasila/Good","Yes","Pancasila/Good","Yes","Pancasila/Unclear","No","Riau",1,0,1,38,1,2,3,0,0,10,0,0,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Never","Routinely/Always/Very Often","Fairly Often","Fairly Often","Don't know","Same","Same","A little progress","Somewhat Large","A Little","Not Interested","Somewhat large","No, because forbidden or not registered",,"Not very satisfied","Agree","Agree","Compatible","Agree","Agree","Agree","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Disagree","Agree","Disagree","Don't know/Refuse to answer","Agree","Disagree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
257,"Islam/Unclear","No","Islam/Bad","No","Islam/Bad","No","Riau",0,0,1,18,0,,5,0,0,12,1,0,"Always","Seldom","Routinely/Always/Very Often","Seldom","Seldom","Seldom","Never","Never","Routinely/Always/Very Often","Don't know","Better","Better","Much progress","Very Large","A Little","Interested","Somewhat large","No, because failed to fulfill requirements",,"Somewhat satisfied","Agree","Agree","Strongly compatible","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
258,"Pancasila/Good","Yes","Islam/Good","Yes","Islam/Bad","No","Riau",1,0,1,40,1,2,3,0,0,12,0,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Seldom","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Worse","No progress","None","None","Not Interested","Somewhat large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Somewhat satisfied","Strongly agree","Agree","Incompatible","Agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
259,"Pancasila/Bad","No","Pancasila/Unclear","No","Pancasila/Good","Yes","Riau",1,1,1,32,1,2,5,0,0,12,1,0,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Seldom","Seldom","Fairly Often","Routinely/Always/Very Often","Don't know","Better","Better","A little progress","A Little","None","Interested","Very large","Yes","susilo bambang yudhoyono-m. jusuf kalla","Not very satisfied","Disagree","Disagree","Strongly incompatible","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Don't know/Refuse to answer","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
260,"Islam/Good","Yes","Pancasila/Unclear","No","Pancasila/Unclear","No","Riau",1,0,1,34,1,3,7,0,0,6,1,1,"Always","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Fairly Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Much Better","Same","No progress","Somewhat Large","None","Not Interested","Very large","Yes","amien rais-siswono yudhohusodo","Not at all satisfied","Disagree","Disagree","Compatible","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
261,"Pancasila/Good","Yes","Islam/Good","Yes","Pancasila/Good","Yes","Riau",1,0,1,19,0,,5,0,0,8,0,1,"Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Seldom","Routinely/Always/Very Often","Fairly Often","Routinely/Always/Very Often","Routinely/Always/Very Often","Santri","Worse","Same","A little progress","Don't Know","Don't Know","Interested","Very large","No, because failed to fulfill requirements",,"Not very satisfied","Strongly agree","Agree","Compatible","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
262,"Pancasila/Bad","No","Islam/Good","Yes","Islam/Unclear","Yes","Riau",0,0,1,67,1,2,3,0,0,2,0,0,"Often","Fairly Often","Routinely/Always/Very Often","Seldom","Seldom","Seldom","Fairly Often","Fairly Often","Routinely/Always/Very Often","Don't know","Same","Same","A little progress","Very Large","A Little","Interested","Small","Yes","megawati sukarnoputri-hasyim muzadi","Somewhat satisfied","Strongly agree","Agree","Compatible","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
